id,name,location,city,state,interchange_railroads,capacity,hazmat_suited,rail_services,facility_types,track_types,about,url,scraped_at
15,"Wilson, North Carolina # 2","Wilson, NC",Wilson,NC,NS,50 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/15.html,2026-02-10T02:39:09.917327
12,"Wilson, North Carolina # 1","Wilson, NC",Wilson,NC,CSX,340 total spaces,No,none provided,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/12.html,2026-02-10T02:39:12.315402
194,"Aberdeen, Carolina and Western Railway","Candor, NC",Candor,NC,"CSX, NS",525 total spaces,Yes,Cherry Picking,"Repair Shop, Short Line, Storage Yard","FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/194.html,2026-02-10T02:39:14.730976
635,Wilmington Terminal Railroad,"Wilmington, NC",Wilmington,NC,CSX,300 total spaces,Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/635.html,2026-02-10T02:39:17.091127
713,Blue Ridge Southern Railroad,"Canton, NC",Canton,NC,NS,450 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"Class I Interchange Point
NS @ Asheville, NC",https://www.commtrex.com/railcar-storage/location/713.html,2026-02-10T02:39:19.455892
446,Republic Rail Stop,"Zap, ND",Zap,ND,BNSF,500 total spaces,No,"Cleaning, Railcar Maintenance",Storage Yard,none provided,,https://www.commtrex.com/railcar-storage/location/446.html,2026-02-10T02:39:21.843502
447,Stampede Rail Stop,"Columbus, ND",Columbus,ND,CP,500 total spaces,No,"Cleaning, Railcar Maintenance",Storage Yard,none provided,,https://www.commtrex.com/railcar-storage/location/447.html,2026-02-10T02:39:24.238473
280,"Omaha, Lincoln and Beatrice Railway","Lincoln, NE",Lincoln,NE,"BNSF, UP",425 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/280.html,2026-02-10T02:39:26.644970
320,Nebraska Northwestern Railroad,"Chadron, NE",Chadron,NE,BNSF,850 total spaces,No,"Cherry Picking, Stripe Aligning",Storage Yard,"FILO, Ladder","NNW Railroad is a short line RR located in the Northwest portion of the panhandle of Nebraska.  We have storage capabilities of roughly 850 cars and we are currently in the process of doubling our capacity for storage.  WE interchange with RCP&E right outside of Chadron along with the BNSF in Crawford, NE.  We pride ourselves in service, flexibility and responsiveness.

The Nebraska Northwestern Railroad (reporting mark NNW) is a Class III railroad that began operations in April 2010 after it purchased 7.22 miles of former Dakota, Minnesota and Eastern, previously Chicago and Northwestern Railway Cowboy Line track between Dakota Junction and the rail yard at Chadron, Nebraska. In addition to the 7.22 miles of owned track, the railroad leased the line between the connection with the DME Rapid City line at Dakota Junction and the connection with BNSF Railway at Crawford, Nebraska.

Services offered include storage facilities, commodity movements, interchange movements and rail car maintenance and services.",https://www.commtrex.com/railcar-storage/location/320.html,2026-02-10T02:39:29.002578
133,Manning Rail inc,"Fairmont, NE",Fairmont,NE,BNSF,600 total spaces,Yes,none provided,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/133.html,2026-02-10T02:39:31.371154
31,"Grand Island, Nebraska","Grand Island, NE",Grand Island,NE,"BNSF, UP",300 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/31.html,2026-02-10T02:39:33.778681
32,"Hastings, Nebraska","Hastings, NE",Hastings,NE,"BNSF, UP",300 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/32.html,2026-02-10T02:39:36.153981
82,"Nebraska, Kansas, & Colorado Railway, LLC","Wallace, NE",Wallace,NE,BNSF,"1,200 total spaces",Yes,"Cleaning, Painting, Railcar Maintenance, Railcar Repair, Recertification","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/82.html,2026-02-10T02:39:38.523495
590,Adams Industries Railcar Storage FacilityFeatured,"Sidney, NE",Sidney,NE,"BNSF, UP",900 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard","Ladder, Loop","Adams Industries, Inc is located in Sidney Nebraska with access to both BNSF & UPRR. We have 75,000 feet of rail with our own switch engine and Tracmobile to move cars around the yard with ease.",https://www.commtrex.com/railcar-storage/location/590.html,2026-02-10T02:39:40.886440
536,"Omaha Track - Omaha, NE","Omaha, NE",Omaha,NE,UP,13 total spaces,No,Cherry Picking,Storage Yard,"FILO, Ladder","Omaha Track has been providing rail based services for over 35 years. Our Omaha, NE (Weco, NE is the rail station) facility has a trackmobile for interplant movements of cars, including cherry picks.",https://www.commtrex.com/railcar-storage/location/536.html,2026-02-10T02:39:43.274961
539,GRS Omaha,"Omaha, NE",Omaha,NE,"BNSF, UP",150 total spaces,No,"Cherry Picking, Cleaning, Painting, Railcar Repair, Recertification",Repair Shop,"FILO, Ladder",,https://www.commtrex.com/railcar-storage/location/539.html,2026-02-10T02:39:45.644484
180,SMS Rail Service,"Bridgeport, NJ",Bridgeport,NJ,"CSX, NS",500 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",none provided,"SMS, a Class III rail carrier, is a one-stop provider of rail distribution and logistics services to businesses, both domestically and globally. We provide 24/7/365 on-demand switching, transloading and trucking services at properties that are 286K and Plate F capable.",https://www.commtrex.com/railcar-storage/location/180.html,2026-02-10T02:39:48.010601
482,Kinkisharyo Eastern Rail Division,"Piscataway, NJ",Piscataway,NJ,"CSX, NS",30 total spaces,No,"Cleaning, Painting, Railcar Maintenance, Railcar Repair, Stripe Aligning","Repair Shop, Storage Yard",Ladder,"Secure Indoor/outdoor storage capability with Conrail sidetrack open gate access to Port Reading Secondary.  Adjoining 145,000 sq. ft. facility containing 8 full bays with embedded tracks, multiple pits, jacks, overhead cranes, a climate-controlled room, track bed scale, machine shop, component back shop, electronics lab and a 120’ paint and sand blasting booth.",https://www.commtrex.com/railcar-storage/location/482.html,2026-02-10T02:39:50.378524
510,Morristown & Erie Railway,"Morristown, NJ",Morristown,NJ,"CSX, NS",100 total spaces,Yes,"Cherry Picking, Painting, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard",none provided,"Also interchange with Amtrak, Conrail, NYSW and New Jersey Transit",https://www.commtrex.com/railcar-storage/location/510.html,2026-02-10T02:39:52.801029
506,Jal,"Jal, NM",Jal,NM,UP,350 total spaces,Yes,Cherry Picking,"Plant/Mining Site, Short Line, Storage Yard",Ladder,,https://www.commtrex.com/railcar-storage/location/506.html,2026-02-10T02:39:55.234711
452,Buffalo Grass Terminal,"Loco Hills, NM",Loco Hills,NM,BNSF,175 total spaces,No,none provided,Storage Yard,none provided,"Served by the BNSF Railway
On the Southwestern Railroad (SWRR)
20,000 tons of storage
Sub-24 hour unit train unload capability",https://www.commtrex.com/railcar-storage/location/452.html,2026-02-10T02:39:57.625553
438,Ironhorse Permian Basin,"Artesia, NM",Artesia,NM,BNSF,700 total spaces,Yes,Cherry Picking,Storage Yard,"Ladder, Loop",Ironhorse has capacity avaliable for short term storage (0-6 months).  We are able to take unit trains.,https://www.commtrex.com/railcar-storage/location/438.html,2026-02-10T02:40:00.050559
127,Santa Teresa Southern Railroad,"Santa Teresa, NM",Santa Teresa,NM,UP,25 total spaces,Yes,"Cherry Picking, Painting, Railcar Maintenance",Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/127.html,2026-02-10T02:40:02.442801
139,New Mexico Transloading,"Albuquerque, NM",Albuquerque,NM,BNSF,145 total spaces,Yes,none provided,Storage Yard,Ladder,,https://www.commtrex.com/railcar-storage/location/139.html,2026-02-10T02:40:04.844945
672,Southwestern Railroad,"Deming, NM",Deming,NM,"BNSF, UP",600 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Repair Shop, Short Line, Storage Yard","FILO, Ladder","Jaguar Transport is a multi-commodity logistic company specializing in railroad, transloading, warehousing, and supply chain logistics.  We are willing to partner and invest with new and existing customers to assist with capital and logistics with a ""Can Do Attitude"" to bring value and solutions to our business partners.",https://www.commtrex.com/railcar-storage/location/672.html,2026-02-10T02:40:07.255438
719,Texas & New Mexico Railway,"Eunice, NM",Eunice,NM,UP,989 total spaces,Yes,"Cherry Picking, Railcar Maintenance","Short Line, Storage Yard",Ladder,"Class I Interchange Point
UP @ Monahans, TX",https://www.commtrex.com/railcar-storage/location/719.html,2026-02-10T02:40:09.661236
706,DLWR - Buffalo NY,"Lancaster, NY",Lancaster,NY,NS,30 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Short Line,"FILO, Ladder","Some cherry picking depending on volume, turnover, car size/type, etc. Repair services subject to need/availability. Repair/maintenance services provided by referred contractors.",https://www.commtrex.com/railcar-storage/location/706.html,2026-02-10T02:40:12.029723
707,DLWR - Batavia NY,"Batavia, NY",Batavia,NY,CSX,30 total spaces,Yes,"Cherry Picking, Railcar Maintenance, Railcar Repair",Short Line,"FILO, Ladder","Some cherry picking depending on volume, turnover, car size/type, etc. Repair services subject to need/availability. Repair/maintenance services provided by referred contractors. Access on our line for work to be performed.",https://www.commtrex.com/railcar-storage/location/707.html,2026-02-10T02:40:14.398607
732,Ithaca Central Railroad,"Ithaca, NY",Ithaca,NY,NS,300 total spaces,No,none provided,"Short Line, Storage Yard",FILO,"Class I Interchange Point
NS @ Sayre, PA",https://www.commtrex.com/railcar-storage/location/732.html,2026-02-10T02:40:16.907753
762,Canalside Energy Park,"Hudson Falls, NY",Hudson Falls,NY,CP,200 total spaces,Yes,Cherry Picking,"Short Line, Storage Yard",Ladder,"SMS, a Class III rail carrier, is a one-stop provider of rail distribution and logistics services to businesses, both domestically and globally. We provide 24/7/365 on-demand switching, transloading and trucking services at properties that are 286K and Plate F capable.",https://www.commtrex.com/railcar-storage/location/762.html,2026-02-10T02:40:19.274445
655,"R.J. Corman Railroad Company/Owego & Harford Line, Inc.","Owego, NY",Owego,NY,"CP, NS",200 total spaces,No,Cherry Picking,Short Line,FILO,,https://www.commtrex.com/railcar-storage/location/655.html,2026-02-10T02:40:21.641255
527,"Livonia, Avon & Lakeville RR","Lakeville, NY",Lakeville,NY,"CSX, NS",50 total spaces,No,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/527.html,2026-02-10T02:40:24.027235
191,Western New York and Pennsylvania Railroad,"Olean, NY",Olean,NY,NS,"1,345 total spaces",Yes,none provided,"Short Line, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/191.html,2026-02-10T02:40:26.409456
201,B&H Rail Corporation,"Cohocton, NY",Cohocton,NY,NS,300 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/201.html,2026-02-10T02:40:28.794125
90,New York and Atlantic Railway,"Brentwood, NY",Brentwood,NY,"CP, CSX, NS",150 total spaces,No,Cherry Picking,Short Line,Ladder,,https://www.commtrex.com/railcar-storage/location/90.html,2026-02-10T02:40:31.216008
98,"Kensington, OH","Kensington, OH",Kensington,OH,NS,200 total spaces,No,none provided,"Plant/Mining Site, Short Line",none provided,,https://www.commtrex.com/railcar-storage/location/98.html,2026-02-10T02:40:33.636485
76,"Newburgh & South Shore Railroad, LLC","Marcelline Yard, OH",Marcelline Yard,OH,"CSX, NS",200 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/76.html,2026-02-10T02:40:36.041619
77,"Northern Ohio & Western Railway, LLC","Tiffin, OH",Tiffin,OH,"CSX, NS",250 total spaces,Yes,"Cherry Picking, Cleaning, Railcar Maintenance, Railcar Repair, Recertification, Stripe Aligning","Short Line, Storage Yard","FILO, Ladder","Notwithstanding the foregoing, Railroad, at its sole discretion, may or may not allow the switching of specific railcar numbers out of storage.

Hazmat combustible & flammable storage may require local authorities approval.",https://www.commtrex.com/railcar-storage/location/77.html,2026-02-10T02:40:38.431461
25,"Warren, Ohio","Warren, OH",Warren,OH,NS,138 total spaces,No,Railcar Repair,none provided,none provided,,https://www.commtrex.com/railcar-storage/location/25.html,2026-02-10T02:40:40.820631
192,Wheeling and Lake Erie Railway,"Brewster, OH",Brewster,OH,"CN, CSX, NS",310 total spaces,Yes,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/192.html,2026-02-10T02:40:43.239082
105,"Van Wert, OH","Van Wert, OH",Van Wert,OH,"CSX, NS",71 total spaces,Yes,none provided,"Short Line, Storage Yard",FILO,"Has rail/truck  transfer machines and tank storage as available.  Can handle high and wide shipments such as wind turbine components.  On the CFE with connections to all Class I RR's in Chicago.  Also interchange with NS in Fort Wayne, IN and CSX and IORY in Lima, OH",https://www.commtrex.com/railcar-storage/location/105.html,2026-02-10T02:40:45.615849
455,Bucyrus Railcar Complex,"Bucyrus, OH",Bucyrus,OH,"CSX, NS",600 total spaces,No,Railcar Repair,"Repair Shop, Storage Yard",none provided,,https://www.commtrex.com/railcar-storage/location/455.html,2026-02-10T02:40:48.004204
511,"Ravenna, OH Yard","Ravenna, OH",Ravenna,OH,NS,30 total spaces,Yes,"Cleaning, Railcar Maintenance, Railcar Repair","Repair Shop, Storage Yard",none provided,"Enviroserve is a full service rail provider providing Emergency Response, Transload, Vapor Management, Car Repair and Car interior cleaning services.  As an AAR C6 approved repair facility, we can handle all of your service equipment repair and leak testing needs.",https://www.commtrex.com/railcar-storage/location/511.html,2026-02-10T02:40:50.451907
501,Tidewater - Steubenville,"Steubenville, OH",Steubenville,OH,NS,800 total spaces,No,Cherry Picking,Storage Yard,Ladder,"We own and operate a 100+ acre facility along the Ohio River in Steubenville, OH. We have direct unit train access from NS and WLE, as well as a private barge dock and ~375,000 sq ft of warehouse space. We have the ability to have 3 unbroken unit trains on the property at the same time, and do our own internal switching.",https://www.commtrex.com/railcar-storage/location/501.html,2026-02-10T02:40:52.961382
359,Indiana & Ohio Railway Company,"Cincinnati, OH",Cincinnati,OH,"BNSF, CN, NS, KCS, UP",-- total spaces,No,none provided,Short Line,none provided,,https://www.commtrex.com/railcar-storage/location/359.html,2026-02-10T02:40:55.336148
